Feature Scenario,Testcase Title,TestcaseId,Testcase Precondition,Testcase steps,Expected Result
DB UT - Create volume DB entry,[Valid Case] volume name length equal to 1 character are allowed,API_BLOCK_23,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/api/util/db_test.go,
DB UT - Create volume DB entry,[Valid Case] volume name length equal to 10 characters are allowed,API_BLOCK_24,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/api/util/db_test.go,
DB UT - Create volume DB entry,[Valid Case] volume name length equal to 254 characters are allowed,API_BLOCK_25,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/api/util/db_test.go,
DB UT - Create volume DB entry,[Valid Case] volume name length equal to 255 characters are allowed,API_BLOCK_26,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/api/util/db_test.go,
DB UT - Create volume DB entry,[Valid Case] volume name length more than 255 characters are not allowed,API_BLOCK_27,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/api/util/db_test.go,
DB UT - Create volume DB entry,[Valid Case] volume name length more than 257 characters are not allowed,API_BLOCK_28,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/api/util/db_test.go,
DB UT - Create volume DB entry,[Invalid Case] Special characters in volume name are not allowed,API_BLOCK_29,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/api/util/db_test.go,
DB UT - Create volume DB entry,[Invalid Case] Special characters in volume description are not allowed,API_BLOCK_30,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/api/util/db_test.go,
DB UT - Create volume DB entry,[Invalid Case] Duplicate volume name are not allowed,API_BLOCK_31,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/api/util/db_test.go,
DB UT - Create volume DB entry,[Invalid Case] Overwritting existing volume resource are not allowed,API_BLOCK_32,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/api/util/db_test.go,
DB UT - Delete volume DB entry,[Valid Case] volume to be deleted should not be in-use,API_BLOCK_33,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/api/util/db_test.go,
DB UT - Delete volume DB entry,[Valid Case] volume should not be deleted if it has dependent snapshots,API_BLOCK_34,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/api/util/db_test.go,
DB UT - Delete volume DB entry,[Valid Case] volume should not be deleted if it has dependent acls,API_BLOCK_35,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/api/util/db_test.go,
DB UT - Delete volume DB entry,[Valid Case] volume deletion when it is available,API_BLOCK_36,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/api/util/db_test.go,
DB UT - Delete volume ACL DB entry,[Invalid Case] volumeAcl to be deleted should not be in-use,API_BLOCK_37,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/api/util/db_test.go,
DB UT - Delete volume ACL DB entry,[Valid Case] volumeAcl deletion when everything works fine,API_BLOCK_38,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/api/util/db_test.go,
DB UT - Create volume ACL DB entry,[Valid Case] Everything should work well,API_BLOCK_39,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/api/util/db_test.go,
DB UT - Create volume ACL DB entry,[Valid Case] If profile id is empty,API_BLOCK_40,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/api/util/db_test.go,
DB UT - Create volume ACL DB entry,[Invalid Case] Empty Access To,API_BLOCK_41,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/api/util/db_test.go,
DB UT - Create volume ACL DB entry,[Invalid Case] Invalid Ip Segment,API_BLOCK_42,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/api/util/db_test.go,
DB UT - Create volume ACL DB entry,[Invalid Case] Invalid Ip,API_BLOCK_43,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/api/util/db_test.go,
DB UT - Create volume ACL DB entry,[Invalid Case] Empty accesscapability,API_BLOCK_44,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/api/util/db_test.go,
DB UT - Create volume ACL DB entry,[Invalid Case] Invalid accesscapabilities,API_BLOCK_45,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/api/util/db_test.go,
DB UT - Create volume ACL DB entry,[Invalid Case] Invalid volume id given,API_BLOCK_46,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/api/util/db_test.go,
DB UT - Create volume snapahot DB entry ,[Invalid Case] snapshot name already exists,API_BLOCK_47,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/api/util/db_test.go,
DB UT - Create volume snapahot DB entry ,"[Valid Case] snapshot with name, volumeId",API_BLOCK_48,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/api/util/db_test.go,
DB UT - Create volume snapahot DB entry ,[Invalid Case] Invalid volume snapshot description because it has some special characters,API_BLOCK_49,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/api/util/db_test.go,
DB UT - Create volume snapahot DB entry ,[Invalid Case] Invalid volume snapshot name because it has some special characters,API_BLOCK_50,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/api/util/db_test.go,
DB UT - Create volume snapahot DB entry ,[Invalid Case] Names starting 'snapshot' are reserved,API_BLOCK_51,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/api/util/db_test.go,
DB UT - Delete volume snapahot DB entry ,[Valid Case] When everything works fine,API_BLOCK_52,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/api/util/db_test.go,
DB UT - Delete volume snapahot DB entry ,[Invalid Case] Volume status not available,API_BLOCK_53,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/api/util/db_test.go,
Controller - Create volume,"[Valid Case] With input BaseModel: &model.BaseModel{
                                Id: ""bd5b12a8-a101-11e7-941e-d77981b584d8"",
                        },
                        Name:        ""sample-volume"",
                        Description: ""This is a sample volume for testing"",
                        Size:        int64(1),
                        Status:      ""available"",
                        PoolId:      ""084bf71e-a102-11e7-88a8-e31fe6d52248"",
                        ProfileId:   ""1106b972-66ef-11e7-b172-db03f3689c9c"",
                        SnapshotId:  """",",API_BLOCK_54,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/controller/volume/volumecontroller_test.go,
controller - Delete volume,[Valid Case] Delete volume with protobuf of volumespec,API_BLOCK_55,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/controller/volume/volumecontroller_test.go,
Controller - Create volume snapshot,"[Valid Case] Create volume snapshot with input volumesnapshotspec protobuf]model.volumeSnapshotSpec{
                {
                        BaseModel: &model.BaseModel{
                                Id: ""3769855c-a102-11e7-b772-17b880d2f537"",
                        },
                        Name:        ""sample-snapshot-01"",
                        Description: ""This is the first sample snapshot for testing"",
                        ShareSize:   int64(1),
                        Status:      ""available"",
                        volumeId: ""bd5b12a8-a101-11e7-941e-d77981b584d8"",
                        ProfileId:   ""1106b972-66ef-11e7-b172-db03f3689c9c"",
                }",API_BLOCK_56,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/controller/volume/volumecontroller_test.go,
Controller - Delete volume snapshot,[Valid Case] Delete volume snapshot with deletevolumespec protobuf,API_BLOCK_57,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/controller/volume/volumecontroller_test.go,
Controller - Create volume ACL,"[Valid Case] Create volume Acl with protobuf {
                        BaseModel: &model.BaseModel{
                                Id: ""6ad25d59-a160-45b2-8920-211be282e2df"",
                        },
                        Description:      ""This is a sample Acl for testing"",
                        ProfileId:        ""1106b972-66ef-11e7-b172-db03f3689c9c"",
                        Type:             ""ip"",
                        AccessCapability: []string{""Read"", ""Write""},
                        AccessTo:         ""10.32.109.15"",
                        volumeId:      ""d2975ebe-d82c-430f-b28e-f373746a71ca"",
                }, ",API_BLOCK_58,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/controller/volume/volumecontroller_test.go,
Controller - Delete volume ACL,[Valid Case] Delete volume ACL with protobuf of volumeaclspec,API_BLOCK_59,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/controller/volume/volumecontroller_test.go,
Controller - Fake controller for create volume,"[Valid Case] Create volume with context, createvolumeopts, grpc options",API_BLOCK_60,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/controller/volume/volumecontroller_test.go,
Controller - Fake controller for delete volume,"[Valid Case] Delete volume with context, deletevolumeopts, grpc options",API_BLOCK_61,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/controller/volume/volumecontroller_test.go,
Controller - Fake controller for create volume snapshot,"[Valid Case] Create volume snapshot with context, createvolumenapshotsopts, grpc options",API_BLOCK_62,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/controller/volume/volumecontroller_test.go,
Controller - Fake controller for delete volume snapshot,"[Valid Case] Delete volume snapshot with context, deletevolumesnapshotopts, grpc options",API_BLOCK_63,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/controller/volume/volumecontroller_test.go,
Controller - Fake controller for create volume acl,"[Valid Case] Create volume acl with context, createvolumeaclopts, grpc options",API_BLOCK_64,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/controller/volume/volumecontroller_test.go,
Controller - Fake controller for delete volume acl,"[Valid Case] Delete volume acl with context, deletevolumeaclopts, grpc options",API_BLOCK_65,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/controller/volume/volumecontroller_test.go,
etcd - List volumes with filters,[Valid Case] List volume by name in ascending order,API_BLOCK_66,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/db/drivers/etcd/etcd_test.go,
etcd - List volumes with filters,[Valid Case] List volume by name in descending order,API_BLOCK_67,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/db/drivers/etcd/etcd_test.go,
etcd - List volumes with filters,[Valid Case] List volume by limiting 1 entry,API_BLOCK_68,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/db/drivers/etcd/etcd_test.go,
etcd - List volume snapshots with filters,[Valid Case] List volume snapshots by name in ascending order,API_BLOCK_69,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/db/drivers/etcd/etcd_test.go,
etcd - List volume snapshots with filters,[Valid Case] List volume snapshots by name in descending order,API_BLOCK_70,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/db/drivers/etcd/etcd_test.go,
etcd - List volume snapshots with filters,[Valid Case] List volume snapshots by limiting 1 entry,API_BLOCK_71,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",pkg/db/drivers/etcd/etcd_test.go,
Create volume profile,"[Valid Case] Create volume profile by specifying name, storage type, description",API_BLOCK_72,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",test/integration/client_test.go,
Get volume profile,[Valid Case] Get volume profile,API_BLOCK_73,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",test/integration/client_test.go,
Create volume ,"[Valid Case] Create volume by specifying name, description, size, profileId",API_BLOCK_74,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",test/integration/client_test.go,
Delete volume,[Valid Case] Delete volume by specified volume Id,API_BLOCK_75,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",test/integration/client_test.go,
Get volume ,[Valid Case] Get volume by specifying volume Id,API_BLOCK_76,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",test/integration/client_test.go,
List volume,[Valid Case] List all volume,API_BLOCK_77,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",test/integration/client_test.go,
Update volume,[Valid Case] Update volume by updating name and description,API_BLOCK_78,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",test/integration/client_test.go,
Create volume snapshot,"[Valid Case] Create volume snapshot by specifying name, description, volumeId",API_BLOCK_79,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",test/integration/client_test.go,
Get volume snapshot,[Valid Case] Get volume snapshot by specifying snapshotId,API_BLOCK_80,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",test/integration/client_test.go,
List volume snapshots,[Valid Case] List all volume snapshots,API_BLOCK_81,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",test/integration/client_test.go,
Update volume snapshot,[Valid Case] Update volume snapshot name and description,API_BLOCK_82,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",test/integration/client_test.go,
Delete volume snapshot,[Valid Case] Delete volume snapshot by specifying by snapshotId,API_BLOCK_83,"1. Opensds (Hotpot) must be Installed and all processes should be running 
2. Block Profile must be created",test/integration/client_test.go,
